(2371, 2281)
(3652, 1110)
(2277, 2141)
(4144, 414)
(1956, 2512)
(724, 1135)
(2916, 2275)
(4247, 972)
(2382, 2743)
(800, 870)
(3562, 771)
(2822, 2483)
(1043, 965)
(2819, 2797)
(1075, 781)
(2444, 2233)
(1115, 1026)
(3677, 547)
(2696, 2129)
(850, 463)
(1072, 693)
(1975, 2699)
(891, 726)
(3770, 861)
(637, 896)
(2020, 2670)
(2425, 2703)
(1940, 2237)
(3919, 659)
(4497, 792)
(3747, 714)
(783, 540)
(3990, 766)
(2277, 2529)
(4029, 774)
(2275, 2297)
(2405, 1847)
(3535, 818)
(2462, 2013)
(3966, 363)
(771, 525)
(4173, 1221)
(4155, 1024)
(1911, 2570)
(898, 1036)
(647, 657)
(2560, 2180)
(4423, 666)
(4259, 422)
(977, 674)
(827, 1054)
(4011, 1051)
(3747, 412)
(1118, 623)
(2725, 2625)
(441, 726)
(617, 1095)
(1180, 880)
(1085, 1005)
(3726, 1078)
(2515, 2867)
(582, 466)
(677, 890)
(2059, 2118)
(4104, 1215)
(750, 761)
(2380, 1980)
(4136, 1096)
(2386, 1964)
(890, 1034)
(604, 1124)
(3687, 851)
(4011, 786)
(3605, 925)
(2862, 2428)
(4095, 598)
(2585, 2837)
(2630, 1901)
(3592, 912)
(4314, 922)
(2381, 2539)
(2640, 2715)
(507, 843)
(3796, 367)
(2582, 2037)
(3859, 330)
(3842, 1106)
(2780, 2810)
(3743, 1053)
(3979, 614)
(983, 1150)
(1964, 2633)
(3806, 615)
(884, 1172)
(842, 817)
(1047, 645)
(3735, 542)
(1000, 618)
(966, 1004)
(4280, 1172)
(1924, 2045)
(3627, 840)
(2292, 2047)
(630, 641)
(2227, 2208)
(2331, 2707)
(2470, 2208)
(4121, 566)
(3885, 552)
(3988, 687)
(2148, 2863)
(2908, 2588)
(3924, 1099)
(4426, 701)
(4177, 479)
(2145, 2669)
(3968, 649)
(468, 629)
(2078, 2657)
(718, 685)
(4169, 678)
(862, 906)
(2592, 1890)
(1010, 969)
(2313, 2097)
(2582, 2857)
(4260, 802)
(633, 1088)
(453, 980)
(1977, 1981)
(3726, 751)
(2643, 2780)
(2016, 2312)
(2103, 2636)
(1052, 643)
(2125, 2470)
(2946, 2402)
(2735, 2705)
(2459, 2968)
(756, 455)
(3830, 963)
(3627, 1063)
(2633, 2697)
(2630, 1998)
(665, 797)
(2892, 2117)
(2410, 2354)
(1054, 948)
(3946, 665)
(558, 1002)
(749, 428)
(739, 648)
(4326, 772)
(4248, 973)
(2123, 2752)
(2602, 1913)
(4087, 339)
(2352, 2828)
(4310, 1144)
(797, 1117)
(2393, 1867)
(2345, 2775)
(920, 675)
(2756, 2074)
(4006, 498)
(3508, 752)
(2207, 2744)
(3797, 355)
(2361, 2780)
(2707, 2829)
(3735, 384)
(2057, 2668)
(640, 434)
(3646, 1021)
(3583, 864)
(1137, 662)
(625, 1139)
(2211, 1847)
(4217, 838)
(3919, 587)
(567, 1053)
(3822, 525)
(4386, 843)
(3788, 981)
(2171, 1890)
(4401, 776)
(1097, 845)
(612, 527)
(1058, 707)
(547, 1022)
(644, 1096)
(2733, 2695)
(1968, 2066)
(2567, 2752)
(2585, 2323)
(4151, 466)
(4004, 397)
(2011, 2705)
(2134, 2720)
(702, 517)
(3746, 886)
(2441, 2255)
(2521, 1865)
(2163, 1938)
(3831, 797)
(2643, 2144)
(942, 1118)
(4167, 810)
(1071, 757)
(2457, 2085)
(2140, 2222)
(3711, 1057)
(1094, 555)
(1983, 2067)
(2732, 2085)
(968, 534)
(3939, 467)
(4258, 792)
(3843, 1038)
(3618, 543)
(815, 860)
(3840, 487)
(2295, 2385)
(4208, 1210)
(2602, 2767)
(2570, 2817)
(833, 1172)
(3950, 415)
(3750, 1056)
(957, 728)
(2149, 2879)
(4031, 517)
(2353, 2024)
(3643, 692)
(1050, 874)
(978, 774)
(856, 469)
(644, 780)
(2682, 2642)
(1174, 835)
(954, 464)
(3869, 1058)
(2615, 2456)
(2055, 2490)
(4192, 1118)
(4368, 1015)
(2763, 1956)
(3911, 1279)
(2027, 2584)
(4383, 1078)
(4085, 715)
(2265, 2895)
(2743, 2368)
(4262, 898)
(2519, 2891)
(1923, 2200)
(733, 1116)
(2287, 2292)
(837, 1088)
(1830, 2462)
(4188, 811)
(734, 606)
(567, 611)
(2431, 2654)
(798, 1101)
(3996, 1158)
(560, 606)
(2729, 2097)
(2514, 1999)
(1932, 2220)
(2362, 2908)
(2424, 1998)
(2543, 1862)
(2287, 2918)
(2306, 1998)
(1976, 2162)
(2419, 2788)
(2407, 1846)
(4323, 1069)
(2008, 1973)
(615, 925)
(2421, 2338)
(2471, 2226)
(678, 804)
(962, 682)
(4434, 700)
(3748, 558)
(2022, 2174)
(2205, 2319)
(1084, 764)
(820, 792)
(995, 495)
(4293, 832)
(2279, 2919)
(2642, 2399)
(424, 744)
(729, 907)
(2867, 2645)
(2469, 2786)
(2681, 2511)
(2701, 2120)
(3815, 722)
(4134, 866)
(4360, 631)
(4322, 649)
(3708, 738)
(2514, 2922)
(819, 525)
(4045, 1058)
(2730, 2376)
(3671, 870)
(2695, 2075)
(2533, 2938)
(2800, 2647)
(3959, 418)
(3504, 848)
(2112, 2175)
(492, 1041)
(2732, 2203)
(2073, 2404)
(4248, 652)
(802, 1044)
(2497, 1932)
(2303, 2251)
(1832, 2246)
(3899, 582)
(2724, 2364)
(4102, 868)
(952, 1143)
(3993, 633)
(495, 920)
(3629, 563)
(2067, 2445)
(3992, 686)
(2581, 2084)
(4191, 485)
(697, 803)
(2259, 2796)
(1977, 2042)
(2381, 2524)
(3842, 1232)
(1029, 555)
(2762, 2181)
(2395, 2561)
(3522, 695)
(4163, 395)
(4103, 327)
(1121, 1020)
(2891, 2661)
(4227, 1213)
(3747, 834)
(2826, 2338)
(2058, 2617)
(2053, 2218)
(2498, 2625)
(1015, 798)
(1990, 2395)
(442, 962)
(4054, 872)
(3948, 1234)
(1156, 716)
(4059, 1120)
(2765, 2780)
(2840, 2338)
(607, 1012)
(885, 1112)
(4203, 794)
(2919, 2554)
(1062, 551)
(3978, 1248)
(2810, 2570)
(822, 1148)
(4149, 494)
(1096, 979)
(3608, 587)
(2533, 2771)
(4000, 943)
(2871, 2090)
(3931, 1194)
(555, 777)
(1047, 723)
(478, 983)
(2596, 2332)
(2971, 2227)
(3901, 889)
(2199, 2139)
(3821, 628)
(745, 656)
(460, 775)
(4405, 1019)
(2464, 1883)
(3745, 1120)
(4297, 1007)
(698, 594)
(2610, 2267)
(2148, 2322)
(914, 815)
(3533, 763)
(3956, 804)
(4444, 801)
(940, 1015)
(2735, 2869)
(3669, 478)
(2001, 2503)
(2339, 2897)
(529, 899)
(4130, 1001)
(4132, 924)
(3999, 920)
(787, 640)
(4309, 807)
(2462, 2936)
(2617, 2386)
(2326, 2588)
(2209, 2248)
(1975, 2737)
(943, 431)
(957, 888)
(3824, 364)
(3550, 836)
(3832, 1020)
(2355, 2516)
(2708, 2273)
(2144, 2614)
(2018, 2741)
(2168, 2618)
(4128, 983)
(2317, 2300)
(2654, 1886)
(1088, 1046)
(587, 1125)
(2109, 2674)
(979, 673)
(1185, 897)
(2993, 2363)
(473, 678)
(3801, 591)
(4002, 808)
(2306, 2702)
(3762, 1114)
(3920, 590)
(573, 646)
(2474, 2317)
(977, 916)
(4178, 796)
(3517, 768)
(660, 564)
(880, 712)
(1001, 904)
(2361, 2820)
(1916, 2441)
(2703, 2164)
(4201, 946)
(4265, 1007)
(3996, 1153)
(3866, 807)
(904, 745)
(4375, 650)
(482, 1023)
(2543, 2360)
(2421, 2394)
(2472, 1901)
(2882, 2307)
(2275, 2643)
(4166, 994)
(2224, 2846)
(3936, 522)
(1019, 871)
(3836, 471)
(2593, 2240)
(520, 1054)
(2570, 2259)
(1089, 554)
(1926, 2203)
(517, 789)
(4097, 457)
(2734, 1943)
(852, 630)
(527, 764)
(1080, 760)
(4431, 581)
(2085, 2708)
(2120, 2153)
(2300, 2944)
(3826, 818)
(662, 1015)
(4434, 768)
(3966, 379)
(778, 492)
(3804, 716)
(957, 990)
(2411, 2579)
(1011, 1007)
(2769, 2862)
(1966, 2497)
(3587, 835)
(3919, 1260)
(2303, 2108)
(1013, 850)
(3856, 1265)
(551, 717)
(4158, 1161)
(2028, 2595)
(688, 523)
(1817, 2541)
(4122, 689)
(4046, 847)
(1891, 2531)
(2284, 1878)
(2149, 2237)
(1154, 804)
(4040, 676)
(644, 728)
(4430, 754)
(4128, 1085)
(4023, 756)
(4166, 975)
(2862, 2147)
(576, 871)
(4380, 999)
(3817, 851)
(4151, 816)
(2558, 2713)
(853, 639)
(4029, 513)
(2333, 2066)
(2906, 2117)
(4244, 952)
(846, 632)
(2072, 2638)
(4245, 857)
(3797, 954)
(3620, 594)
(4235, 798)
(900, 471)
(1965, 2656)
(960, 605)
(4393, 1071)
(2362, 2778)
(2074, 2251)
(476, 782)
(2943, 2317)
(756, 554)
(3999, 973)
(973, 976)
(2671, 2113)
(1092, 869)
(3757, 1057)
(2418, 2939)
(2176, 2723)
(2289, 2065)
(2469, 2954)
(3690, 1149)
(2353, 2520)
(3870, 459)
(1989, 2078)
(544, 1099)
(3877, 1100)
(585, 852)
(2235, 2899)
(2513, 2567)
(2560, 2350)
(1023, 1120)
(1991, 2151)
(4154, 1219)
(707, 977)
(2786, 2610)
(2217, 2795)
(3724, 668)
(3659, 639)
(2114, 2348)
(838, 707)
(2783, 2334)
(1899, 2654)
(3980, 1263)
(874, 975)
(822, 556)
(2924, 2111)
(643, 1147)
(1919, 2636)
(769, 402)
(2032, 2559)
(685, 1056)
(856, 645)
(2821, 2661)
(853, 500)
(1139, 692)
(3807, 724)
(1148, 737)
(2485, 2101)
(1885, 2403)
(4210, 456)
(2939, 2434)
(2489, 2828)
(714, 1128)
(517, 809)
(2219, 2181)
(2907, 2469)
(2428, 2341)
(2898, 2148)
(3892, 603)
(926, 446)
(1115, 575)
(2803, 2375)
(4422, 852)
(3833, 860)
(4084, 442)
(3694, 831)
(3647, 942)
(2373, 2247)
(2378, 1809)
(917, 1026)
(2911, 2437)
(4242, 558)
(2162, 2402)
(2074, 2276)
(625, 540)
(2187, 2291)
(3628, 870)
(2002, 2735)
(475, 828)
(2141, 2206)
(631, 567)
(2266, 2153)
(1007, 656)
(2218, 2373)
(4332, 1040)
(3712, 565)
(2668, 2754)
(3993, 1293)
(4425, 709)
(2918, 2671)
(2539, 2207)
(830, 922)
(725, 646)
(3703, 1084)
(3778, 637)
(661, 864)
(695, 546)
(720, 913)
(2261, 2331)
(3551, 972)
(4049, 1043)
(3589, 878)
(1013, 1134)
(2196, 2805)
(3704, 843)
(428, 927)
(3614, 597)
(3802, 1074)
(4082, 927)
(2652, 2760)
(2269, 2169)
(729, 554)
(615, 660)
(952, 628)
(2455, 2931)
(2554, 2355)
(731, 647)
(2289, 2501)
(723, 607)
(2864, 2273)
(2902, 2391)
(2125, 2321)
(3669, 705)
(3708, 1154)
(3557, 830)
(3604, 551)
(2245, 2885)
(3713, 430)
(2693, 2853)
(2056, 2788)
(4315, 512)
(3900, 842)
(3986, 1165)
(4132, 1144)
(4248, 531)
(2061, 1931)
(2473, 1814)
(787, 1038)
(2368, 2428)
(564, 896)
(2211, 2934)
(1020, 1003)
(2048, 2711)
(1060, 657)
(2394, 2816)
(2062, 2464)
(2500, 2043)
(2304, 2713)
(1047, 767)
(3627, 559)
(4139, 1107)
(2221, 1988)
(2414, 2066)
(1979, 2443)
(3939, 860)
(4146, 1092)
(547, 767)
(2686, 2017)
(1107, 1033)
(2908, 2581)
(435, 776)
(4006, 987)
(945, 718)
(4382, 711)
(2598, 2084)
(978, 1011)
(2150, 2891)
(2030, 2649)
(992, 537)
(2818, 2542)
(2703, 1958)
(2957, 2565)
(972, 941)
(2997, 2367)
(569, 1068)
(3901, 624)
(3776, 1085)
(978, 577)
(2947, 2380)
(648, 604)
(2398, 1867)
(4352, 736)
(2293, 2520)
(3970, 1082)
(2173, 2599)
(2588, 2959)
(2246, 2697)
(4383, 519)
(3770, 464)
(2510, 2721)
(2371, 2244)
(947, 1113)
(3764, 426)
(536, 757)
(568, 859)
(907, 736)
(2579, 1905)
(1156, 773)
(919, 615)
(794, 665)
(3891, 405)
(4140, 1031)
(640, 756)
(2066, 1919)
(2730, 2192)
(2243, 2487)
(982, 642)
(3771, 1016)
(476, 671)
(467, 871)
(2106, 2150)
(2196, 2418)
(2518, 2871)
(2545, 2375)
(1981, 2456)
(1895, 2228)
(2276, 1863)
(4193, 572)
(2280, 2607)
(540, 734)
(4308, 642)
(412, 892)
(2954, 2595)
(801, 1026)
(3619, 655)
(2389, 2776)
(2426, 2089)
(2613, 1919)
(1922, 2631)
(2300, 1868)
(2955, 2259)
(505, 595)
(1912, 2345)
(1952, 2103)
(2517, 2487)
(3558, 962)
(4344, 1056)
(2539, 2250)
(2649, 2005)
(975, 1067)
(3842, 1140)
(844, 885)
(2567, 2055)
(4092, 371)
(3651, 477)
(4248, 577)
(2453, 1996)
(3572, 715)
(648, 720)
(3590, 640)
(4087, 331)
(4187, 1195)
(2778, 2139)
(2378, 2795)
(4218, 1047)
(2594, 2382)
(2398, 1991)
(2063, 2836)
(3727, 1148)
(2230, 2034)
(4022, 949)
(519, 951)
(3820, 554)
(4383, 868)
(1032, 534)
(972, 1048)
(2990, 2394)
(4308, 655)
(749, 733)
(1019, 607)
(657, 613)
(2564, 2548)
(3600, 536)
(684, 1148)
(2982, 2444)
(3654, 1005)
(2591, 2130)
(523, 683)
(4335, 1125)
(547, 494)
(4107, 1156)
(3607, 734)
(2065, 2685)
(4288, 656)
(3891, 652)
(755, 677)
(2703, 2000)
(2688, 2105)
(1981, 2039)
(1909, 2193)
(811, 812)
(817, 765)
(2465, 1972)
(793, 707)
(4086, 561)
(1021, 863)
(4163, 381)
(1911, 2643)
(586, 1109)
(4099, 1263)
(2292, 2893)
(2961, 2565)
(1016, 478)
(4105, 1233)
(514, 878)
(2136, 2770)
(3849, 1064)
(2304, 2141)
(3828, 637)
(2568, 2038)
(3797, 1137)
(3772, 621)
(4323, 830)
(752, 985)
(548, 1023)
(635, 646)
(3943, 955)
(2219, 1912)
(4126, 608)
(4486, 815)
(862, 1134)
(4304, 1057)
(2355, 2967)
(514, 762)
(1845, 2350)
(3970, 1209)
(822, 402)
(2378, 2603)
(2536, 2745)
(3723, 890)
(1133, 762)
(2399, 2719)
(3852, 1239)
(3614, 1050)
(4254, 1183)
(3693, 1128)
(511, 739)
(4169, 653)
(2569, 2509)
(4200, 575)
(2566, 2111)
(636, 673)
(3722, 710)
(2963, 2304)
(1059, 599)
(3926, 766)
(880, 436)
(1984, 2199)
(452, 813)
(4273, 878)
(2174, 2933)
(767, 851)
(988, 931)
(1150, 854)
(2668, 2159)
(3781, 646)
(770, 848)
(3760, 544)
(959, 752)
(4085, 1048)
(979, 574)
(4369, 984)
(2167, 2564)
(1052, 936)
(2744, 2165)
(2266, 2790)
(2432, 2907)
(961, 686)
(3936, 842)
(2122, 2501)
(1032, 1125)
(2553, 2940)
(3823, 646)
(2041, 2464)
(1833, 2346)
(3573, 950)
(4336, 818)
(2153, 2128)
(2331, 2976)
(2080, 2588)
(1148, 992)
(4262, 599)
(3668, 1000)
(1003, 570)
(3747, 983)
(3980, 754)
(777, 855)
(804, 920)
(611, 869)
(3781, 1198)
(747, 1084)
(2422, 2123)
(2934, 2496)
(4455, 866)
(4283, 1141)
(3834, 973)
(2959, 2517)
(3753, 942)
(4109, 670)
(656, 960)
(2712, 2181)
(2367, 2367)
(2269, 2425)
(2275, 2201)
(3712, 679)
(875, 952)
(3640, 889)
(2304, 1919)
(434, 715)
(1874, 2270)
(3926, 316)
(2638, 2445)
(3679, 678)
(3923, 963)
(1988, 2269)
(3718, 598)
(1892, 2536)
(1026, 719)
(4249, 560)
(1943, 2088)
(3524, 784)
(3917, 859)
(2232, 2706)
(1170, 769)
(3893, 725)
(631, 643)
(2372, 2934)
(4373, 500)
(541, 532)
(2515, 2974)
(3702, 1180)
(2209, 2194)
(2888, 2722)
(3863, 1223)
(1124, 820)
(610, 1061)
(2509, 1906)
(2214, 2206)
(915, 869)
(2423, 1934)
(750, 811)
(2221, 2531)
(2924, 2174)
(624, 1091)
(3867, 578)
(859, 1111)
(4313, 1148)
(2062, 2837)
(2488, 2820)
(4415, 749)
(3605, 773)
(2358, 2797)
(2672, 2647)
(4372, 526)
(998, 526)
(2285, 2490)
(1859, 2189)
(957, 872)
(2687, 2046)
(2529, 2326)
(1033, 500)
(2552, 2463)
(2344, 2924)
(3787, 812)
(771, 680)
(2368, 1821)
(864, 549)
(4166, 565)
(3640, 466)
(485, 590)
(4291, 973)
(2822, 2245)
(3661, 740)
(624, 1127)
(4120, 811)
(2389, 2636)
(588, 858)
(2335, 1837)
(2204, 2943)
(650, 1068)
(579, 727)
(2567, 2231)
(2281, 2887)
(3948, 871)
(3762, 411)
(2544, 2153)
(887, 977)
(2986, 2314)
(3693, 861)
(4086, 541)
(2700, 2193)
(1906, 2411)
(716, 922)
(4229, 995)
(3947, 627)
(4340, 1086)
(3815, 782)
(2719, 2023)
(2280, 2184)
(1905, 2617)
(2726, 2854)
(1850, 2185)
(2712, 2677)
(2098, 1949)
(1042, 588)
(2165, 2638)
(746, 435)
(4251, 587)
(1159, 756)
(820, 711)
(2616, 2113)
(2985, 2443)
(3991, 831)
(2604, 1983)
(2554, 2214)
(2748, 2518)
(4339, 796)
(440, 764)
(2260, 2435)
(3554, 977)
(3917, 1129)
(2066, 2749)
(2271, 2351)
(2990, 2433)
(3582, 1067)
(2673, 2106)
(2556, 1871)
(3724, 682)
(1953, 2676)
(4190, 1077)
(3731, 694)
(4175, 810)
(1118, 804)
(701, 651)
(4211, 680)
(702, 738)
(2510, 2626)
(4114, 742)
(2599, 2858)
(3597, 1061)
(4374, 917)
(523, 1046)
(2771, 2370)
(619, 1109)
(3827, 519)
(838, 709)
(1154, 986)
(713, 540)
(2045, 2509)
(1966, 2620)
(3867, 397)
(2456, 2330)
(1978, 2461)
(2260, 2419)
(3973, 1239)
(1044, 751)
(1187, 745)
(2427, 2052)
(4257, 947)
(2248, 2169)
(2308, 2727)
(2385, 2303)
(4017, 799)
(2159, 2474)
(3603, 787)
(3844, 839)
(3857, 386)
(574, 562)
(1140, 920)
(3732, 541)
(2315, 2923)
(4019, 379)
(691, 1010)
(3774, 831)
(3957, 618)
(3796, 729)
(3773, 792)
(4109, 331)
(453, 771)
(2226, 2524)
(2702, 2491)
(2902, 2263)
(1093, 939)
(4174, 646)
(4243, 691)
(2961, 2434)
(4198, 803)
(3986, 387)
(3607, 611)
(3739, 596)
(1885, 2561)
(757, 646)
(1079, 766)
(3823, 1168)
(612, 459)
(4297, 798)
(2753, 2592)
(2669, 2003)
(4273, 1038)
(874, 826)
(2290, 2676)
(2409, 2422)
(1069, 791)
(2090, 2249)
(3953, 1064)
(4230, 395)
(952, 1039)
(2431, 2477)
(2586, 2124)
(866, 767)
(3866, 842)
(3660, 502)
(863, 576)
(2749, 2503)
(2144, 2479)
(2773, 2557)
(684, 946)
(611, 459)
(2926, 2266)
(1950, 2601)
(2338, 2532)
(900, 968)
(4060, 818)
(739, 436)
(1047, 559)
(627, 790)
(2570, 2007)
(2589, 2439)
(2543, 2815)
(3828, 1160)
(1895, 2385)
(3637, 981)
(761, 906)
(635, 728)
(3693, 1146)
(3944, 532)
(2103, 2380)
(2842, 2459)
(425, 771)
(1864, 2375)
(4034, 441)
(4062, 620)
(1842, 2505)
(2468, 2318)
(4363, 511)
(2460, 1976)
(3643, 539)
(4311, 887)
(3880, 451)
(2179, 1949)
(2355, 1911)
(688, 959)
(764, 937)
(4334, 1018)
(694, 841)
(2896, 2318)
(4239, 725)
(603, 837)
(710, 791)
(661, 763)
(609, 738)
(1825, 2230)
(4036, 1137)
(2340, 2347)
(571, 481)
(2333, 2205)
(4299, 1034)
(2324, 2121)
(2491, 2245)
(596, 968)
(3876, 496)
(4044, 503)
(479, 790)
(2968, 2493)
(4036, 958)
(2072, 1945)
(3600, 823)
(2789, 2695)
(632, 1024)
(4125, 707)
(3814, 365)
(2563, 2556)
(4270, 617)
(2870, 2639)
(947, 945)
(3896, 1017)
(886, 863)
(2011, 2397)
(2990, 2303)
(2202, 2864)
(4176, 1169)
(4420, 803)
(644, 931)
(477, 576)
(900, 791)
(3995, 682)
(4160, 370)
(2254, 2095)
(2955, 2537)
(2188, 2947)
(3746, 453)
(1044, 691)
(4244, 1095)
(1918, 2551)
(4321, 1057)
(4016, 689)
(764, 676)
(632, 441)
(2472, 1960)
(4216, 611)
(2493, 2481)
(4035, 1205)
(2708, 2202)
(4282, 1212)
(4325, 980)
(2741, 2718)
(505, 761)
(2220, 1937)
(3854, 935)
(3734, 808)
(519, 603)
(4421, 593)
(3614, 806)
(2307, 2405)
(529, 767)
(600, 1105)
(851, 1171)
(4192, 853)
(3533, 657)
(4043, 1175)
(947, 854)
(2489, 2371)
(3677, 1118)
(2065, 2708)
(2538, 2371)
(822, 1157)
(2585, 2318)
(846, 549)
(696, 860)
(2570, 2958)
(2589, 2438)
(4453, 757)
(4309, 659)
(544, 698)
(2881, 2111)
(4173, 1211)
(1026, 852)
(2036, 2717)
(588, 927)
(2300, 1916)
(583, 578)
(2037, 2377)
(2383, 2041)
(1183, 815)
(581, 551)
(1950, 2215)
(3834, 824)
(2427, 1832)
(4227, 537)
(2226, 2640)
(4114, 522)
(2754, 2192)
(3613, 634)
(3905, 984)
(937, 1145)
(677, 1107)
(2034, 1997)
(4325, 851)
(4028, 1121)
(2602, 2482)
(2788, 2772)
(4487, 740)
(698, 1037)
(2809, 2644)
(1974, 2361)
(1912, 2423)
(1885, 2576)
(2122, 2854)
(742, 548)
(3638, 461)
(458, 960)
(2766, 2076)
(3735, 652)
(3605, 727)
(618, 473)
(3664, 500)
(2122, 2600)
(786, 789)
(4176, 849)
(1014, 472)
(3781, 768)
(4382, 1075)
(3809, 693)
(3710, 890)
(3632, 784)
(4428, 652)
(2365, 2805)
(855, 742)
(2253, 2781)
(916, 1159)
(3798, 347)
(975, 620)
(3960, 923)
(881, 534)
(3842, 1110)
(4405, 791)
(3851, 786)
(4023, 1220)
(1051, 1093)
(3629, 949)
(797, 610)
(2099, 2717)
(2593, 1913)
(433, 652)
(632, 1105)
(2731, 2857)
(2408, 2085)
(2179, 2681)
(2707, 1915)
(3806, 839)
(2327, 2210)
(2486, 2547)
(2658, 2791)
(782, 506)
(2083, 2808)
(2205, 2381)
(756, 644)
(670, 634)
(2426, 2326)
(2635, 2419)
(2405, 1881)
(995, 756)
(3583, 1001)
(2863, 2025)
(2751, 2580)
(2145, 2168)
(2405, 2363)
(1921, 2071)
(4314, 771)
(2517, 1873)
(2286, 2755)
(4262, 873)
(888, 1113)
(3894, 746)
(4022, 1183)
(2065, 2302)
(2834, 2041)
(894, 855)
(4226, 388)
(691, 820)
(760, 835)
(2869, 2524)
(4015, 1131)
(3576, 648)
(3895, 850)
(2169, 2298)
(2074, 2860)
(4084, 500)
(4168, 364)
(856, 866)
(2818, 2109)
(4052, 346)
(4348, 740)
(716, 1003)
(4198, 594)
(489, 800)
(651, 632)
(2242, 2082)
(2148, 2657)
(4195, 1009)
(1051, 626)
(3986, 1029)
(4159, 392)
(4004, 801)
(2353, 2786)
(510, 626)
(899, 739)
(2139, 2602)
(2707, 2478)
(1970, 2445)
(2253, 2843)
(3870, 1257)
(4174, 616)
(2721, 2561)
(2325, 1929)
(886, 813)
(894, 1011)
(2413, 2039)
(3628, 583)
(590, 538)
(3903, 371)
(706, 439)
(889, 868)
(692, 930)
(476, 1029)
(1918, 2497)
(2284, 2853)
(829, 1071)
(3786, 732)
(1824, 2272)
(2159, 2510)
(3979, 1272)
(4455, 837)
(3907, 665)
(889, 685)
(2135, 2235)
(4220, 1195)
(2966, 2221)
(1109, 716)
(4240, 1085)
(2752, 2116)
(2476, 2795)
(1945, 2289)
(4046, 1100)
(4007, 831)
(3931, 1235)
(2707, 2321)
(1863, 2260)
(1162, 953)
(3718, 1111)
(4174, 460)
(2086, 2104)
(2331, 2517)
(2130, 2332)
(634, 962)
(2303, 1811)
(956, 522)
(2787, 1975)
(1946, 2482)
(4167, 859)
(623, 795)
(4239, 1109)
(2394, 2092)
(1014, 833)
(4444, 626)
(3832, 979)
(3986, 740)
(2667, 2280)
(2312, 2229)
(3629, 544)
(3525, 653)
(4451, 668)
(2534, 2260)
(3869, 1070)
(4125, 777)
(2278, 2732)
(2585, 2175)
(545, 788)
(3690, 823)
(622, 580)
(720, 948)
(2238, 2761)
(492, 594)
(1972, 2785)
(2280, 2732)
(4396, 678)
(2824, 2167)
(724, 893)
(2455, 2794)
(2400, 2703)
(2489, 2829)
(2541, 2459)
(1952, 2403)
(863, 678)
(2668, 2009)
(778, 568)
(3786, 1019)
(4093, 885)
(1062, 1008)
(4432, 964)
(4346, 649)
(625, 769)
(2256, 2483)
(4428, 974)
(2157, 1971)
(4208, 438)
(4105, 444)
(992, 1064)
(712, 700)
(4117, 1037)
(4465, 837)
(740, 512)
(4384, 683)
(4439, 748)
(1880, 2355)
(2282, 2763)
(2591, 1917)
(2524, 2985)
(4087, 729)
(4356, 607)
(801, 981)
(4304, 1056)
(2262, 2209)
(1070, 1025)
(4169, 429)
(2421, 2789)
(2333, 1943)
(2799, 2165)
(2343, 2734)
(1890, 2228)
(2351, 1869)
(4229, 487)
(4340, 1103)
(585, 714)
(955, 986)
(4076, 1256)
(2014, 1989)
(4165, 463)
(3740, 830)
(3939, 849)
(2237, 2490)
(3908, 1074)
(2707, 2105)
(4315, 968)
(3841, 1148)
(3845, 753)
(446, 823)
(4413, 1052)
(3720, 716)
(4424, 846)
(816, 913)
